run	pop	proportion
_1200	AFR	0.045515
_1200	EUR	0.307046
_1200	MX-AMR	0.627651
_1200	EAS	0.012277
_1200	SAS	0.007511
_1200	AFR	0.062638
_1200	EUR	0.537463
_1200	MX-AMR	0.39483
_1200	EAS	1e-5
_1200	SAS	0.00506
_1200	AFR	0.025191
_1200	EUR	0.714392
_1200	MX-AMR	0.260397
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.042832
_1200	EUR	0.234034
_1200	MX-AMR	0.723113
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.041054
_1200	EUR	0.23947
_1200	MX-AMR	0.708857
_1200	EAS	1e-5
_1200	SAS	0.010609
_1200	AFR	0.015241
_1200	EUR	0.013476
_1200	MX-AMR	0.966633
_1200	EAS	0.001614
_1200	SAS	0.003036
_1200	AFR	0.056696
_1200	EUR	0.272716
_1200	MX-AMR	0.667441
_1200	EAS	1e-5
_1200	SAS	0.003136
_1200	AFR	0.039796
_1200	EUR	0.450297
_1200	MX-AMR	0.509887
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.054713
_1200	EUR	0.390103
_1200	MX-AMR	0.555164
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.079228
_1200	EUR	0.340828
_1200	MX-AMR	0.565363
_1200	EAS	0.002362
_1200	SAS	0.012219
_1200	AFR	0.177625
_1200	EUR	0.29971
_1200	MX-AMR	0.520581
_1200	EAS	0.002074
_1200	SAS	1e-5
_1200	AFR	0.074841
_1200	EUR	0.288192
_1200	MX-AMR	0.636947
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.022245
_1200	EUR	0.438139
_1200	MX-AMR	0.532111
_1200	EAS	1e-5
_1200	SAS	0.007494
_1200	AFR	0.053202
_1200	EUR	0.362675
_1200	MX-AMR	0.579282
_1200	EAS	0.004831
_1200	SAS	1e-5
_1200	AFR	0.033515
_1200	EUR	0.627753
_1200	MX-AMR	0.338712
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.034871
_1200	EUR	0.192878
_1200	MX-AMR	0.759842
_1200	EAS	0.00215
_1200	SAS	0.010259
_1200	AFR	0.055385
_1200	EUR	0.460953
_1200	MX-AMR	0.483642
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.049997
_1200	EUR	0.246558
_1200	MX-AMR	0.674003
_1200	EAS	0.01327
_1200	SAS	0.016173
_1200	AFR	0.030983
_1200	EUR	0.733909
_1200	MX-AMR	0.235088
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.040249
_1200	EUR	0.730526
_1200	MX-AMR	0.229205
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.002838
_1200	EUR	0.064325
_1200	MX-AMR	0.920207
_1200	EAS	0.012471
_1200	SAS	1.59e-4
_1200	AFR	0.049104
_1200	EUR	0.347249
_1200	MX-AMR	0.603627
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.011722
_1200	EUR	0.100186
_1200	MX-AMR	0.875104
_1200	EAS	0.001445
_1200	SAS	0.011544
_1200	AFR	0.078527
_1200	EUR	0.406923
_1200	MX-AMR	0.505328
_1200	EAS	1e-5
_1200	SAS	0.009213
_1200	AFR	0.05433
_1200	EUR	0.384483
_1200	MX-AMR	0.561167
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.073121
_1200	EUR	0.300877
_1200	MX-AMR	0.625982
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.03906
_1200	EUR	0.406356
_1200	MX-AMR	0.554565
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.06477
_1200	EUR	0.460845
_1200	MX-AMR	0.470623
_1200	EAS	0.003752
_1200	SAS	1e-5
_1200	AFR	0.020592
_1200	EUR	0.312056
_1200	MX-AMR	0.663909
_1200	EAS	0.003433
_1200	SAS	1e-5
_1200	AFR	0.069145
_1200	EUR	0.314826
_1200	MX-AMR	0.6145
_1200	EAS	1e-5
_1200	SAS	0.001518
_1200	AFR	0.016034
_1200	EUR	0.177055
_1200	MX-AMR	0.799717
_1200	EAS	0.007184
_1200	SAS	1e-5
_1200	AFR	0.041935
_1200	EUR	0.360031
_1200	MX-AMR	0.591488
_1200	EAS	1e-5
_1200	SAS	0.006536
_1200	AFR	0.064354
_1200	EUR	0.304628
_1200	MX-AMR	0.62843
_1200	EAS	1e-5
_1200	SAS	0.002579
_1200	AFR	0.054594
_1200	EUR	0.322749
_1200	MX-AMR	0.617735
_1200	EAS	0.001226
_1200	SAS	0.003696
_1200	AFR	0.037295
_1200	EUR	0.75635
_1200	MX-AMR	0.206336
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.084145
_1200	EUR	0.299473
_1200	MX-AMR	0.61032
_1200	EAS	1e-5
_1200	SAS	0.006052
_1200	AFR	0.029439
_1200	EUR	0.862363
_1200	MX-AMR	0.108178
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.043347
_1200	EUR	0.346637
_1200	MX-AMR	0.601826
_1200	EAS	0.00818
_1200	SAS	1e-5
_1200	AFR	0.086725
_1200	EUR	0.339798
_1200	MX-AMR	0.569022
_1200	EAS	0.003125
_1200	SAS	0.00133
_1200	AFR	0.039876
_1200	EUR	0.323452
_1200	MX-AMR	0.632343
_1200	EAS	0.002308
_1200	SAS	0.002021
_1200	AFR	0.048125
_1200	EUR	0.390653
_1200	MX-AMR	0.551616
_1200	EAS	0.009597
_1200	SAS	1e-5
_1200	AFR	0.057865
_1200	EUR	0.340177
_1200	MX-AMR	0.601938
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.101354
_1200	EUR	0.208113
_1200	MX-AMR	0.680696
_1200	EAS	0.009827
_1200	SAS	1e-5
_1200	AFR	0.127651
_1200	EUR	0.244394
_1200	MX-AMR	0.614298
_1200	EAS	0.00666
_1200	SAS	0.006997
_1200	AFR	0.057934
_1200	EUR	0.303407
_1200	MX-AMR	0.636366
_1200	EAS	0.001829
_1200	SAS	4.64e-4
_1200	AFR	0.030666
_1200	EUR	0.689508
_1200	MX-AMR	0.279805
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.019979
_1200	EUR	0.146976
_1200	MX-AMR	0.826289
_1200	EAS	1e-5
_1200	SAS	0.006747
_1200	AFR	0.025098
_1200	EUR	0.399834
_1200	MX-AMR	0.569291
_1200	EAS	0.005767
_1200	SAS	1e-5
_1200	AFR	0.094969
_1200	EUR	0.317091
_1200	MX-AMR	0.58792
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.016375
_1200	EUR	0.175673
_1200	MX-AMR	0.800781
_1200	EAS	1e-5
_1200	SAS	0.007162
_1200	AFR	0.024626
_1200	EUR	0.371303
_1200	MX-AMR	0.603363
_1200	EAS	1e-5
_1200	SAS	6.97e-4
_1200	AFR	0.017185
_1200	EUR	0.363303
_1200	MX-AMR	0.609171
_1200	EAS	1e-5
_1200	SAS	0.01033
_1200	AFR	0.041132
_1200	EUR	0.329418
_1200	MX-AMR	0.629431
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.082676
_1200	EUR	0.248496
_1200	MX-AMR	0.664674
_1200	EAS	1e-5
_1200	SAS	0.004144
_1200	AFR	0.047689
_1200	EUR	0.288851
_1200	MX-AMR	0.659426
_1200	EAS	1e-5
_1200	SAS	0.004024
_1200	AFR	0.073381
_1200	EUR	0.338869
_1200	MX-AMR	0.584671
_1200	EAS	0.003069
_1200	SAS	1e-5
_1200	AFR	0.031673
_1200	EUR	0.413543
_1200	MX-AMR	0.554764
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.065914
_1200	EUR	0.331701
_1200	MX-AMR	0.602365
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.056978
_1200	EUR	0.423688
_1200	MX-AMR	0.506769
_1200	EAS	0.004906
_1200	SAS	0.007659
_1200	AFR	0.036216
_1200	EUR	0.447515
_1200	MX-AMR	0.51625
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.055508
_1200	EUR	0.351586
_1200	MX-AMR	0.592885
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.165727
_1200	EUR	0.248534
_1200	MX-AMR	0.585719
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.072417
_1200	EUR	0.411946
_1200	MX-AMR	0.514483
_1200	EAS	1e-5
_1200	SAS	0.001144
_1200	AFR	0.063647
_1200	EUR	0.246614
_1200	MX-AMR	0.689409
_1200	EAS	1e-5
_1200	SAS	3.2e-4
_1200	AFR	0.086333
_1200	EUR	0.448663
_1200	MX-AMR	0.445049
_1200	EAS	0.01149
_1200	SAS	0.008465
_1200	AFR	0.048269
_1200	EUR	0.255962
_1200	MX-AMR	0.677811
_1200	EAS	0.004835
_1200	SAS	0.013122
_1200	AFR	0.055442
_1200	EUR	0.281248
_1200	MX-AMR	0.651148
_1200	EAS	0.012151
_1200	SAS	1e-5
_1200	AFR	0.031395
_1200	EUR	0.216461
_1200	MX-AMR	0.750562
_1200	EAS	1e-5
_1200	SAS	0.001572
_1200	AFR	0.052692
_1200	EUR	0.450338
_1200	MX-AMR	0.49695
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.068727
_1200	EUR	0.315773
_1200	MX-AMR	0.605457
_1200	EAS	0.00417
_1200	SAS	0.005872
_1200	AFR	0.0191
_1200	EUR	0.163508
_1200	MX-AMR	0.814176
_1200	EAS	0.002688
_1200	SAS	5.29e-4
_1200	AFR	0.049955
_1200	EUR	0.478323
_1200	MX-AMR	0.465841
_1200	EAS	1e-5
_1200	SAS	0.00587
_1200	AFR	0.063372
_1200	EUR	0.523167
_1200	MX-AMR	0.413441
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.082774
_1200	EUR	0.317276
_1200	MX-AMR	0.592198
_1200	EAS	1e-5
_1200	SAS	0.007742
_1200	AFR	0.065213
_1200	EUR	0.266154
_1200	MX-AMR	0.659575
_1200	EAS	0.009048
_1200	SAS	1e-5
_1200	AFR	0.056775
_1200	EUR	0.48517
_1200	MX-AMR	0.458035
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.046803
_1200	EUR	0.257943
_1200	MX-AMR	0.684646
_1200	EAS	0.001337
_1200	SAS	0.00927
_1200	AFR	0.083286
_1200	EUR	0.280617
_1200	MX-AMR	0.623164
_1200	EAS	0.007332
_1200	SAS	0.005599
_1200	AFR	0.031426
_1200	EUR	0.274424
_1200	MX-AMR	0.680105
_1200	EAS	0.01259
_1200	SAS	0.001454
_1200	AFR	0.048389
_1200	EUR	0.297455
_1200	MX-AMR	0.654136
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.044629
_1200	EUR	0.392582
_1200	MX-AMR	0.562274
_1200	EAS	5.05e-4
_1200	SAS	1e-5
_1200	AFR	0.086693
_1200	EUR	0.401685
_1200	MX-AMR	0.503687
_1200	EAS	4.51e-4
_1200	SAS	0.007485
_1200	AFR	0.059594
_1200	EUR	0.48281
_1200	MX-AMR	0.457577
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.042461
_1200	EUR	0.568032
_1200	MX-AMR	0.389488
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.052739
_1200	EUR	0.403734
_1200	MX-AMR	0.543037
_1200	EAS	4.8e-4
_1200	SAS	1e-5
_1200	AFR	0.086772
_1200	EUR	0.285079
_1200	MX-AMR	0.623773
_1200	EAS	0.004366
_1200	SAS	1e-5
_1200	AFR	0.055868
_1200	EUR	0.452289
_1200	MX-AMR	0.483797
_1200	EAS	1e-5
_1200	SAS	0.008035
_1200	AFR	0.031783
_1200	EUR	0.507728
_1200	MX-AMR	0.46047
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.065143
_1200	EUR	0.320577
_1200	MX-AMR	0.606572
_1200	EAS	0.005658
_1200	SAS	0.002049
_1200	AFR	0.037018
_1200	EUR	0.438409
_1200	MX-AMR	0.522202
_1200	EAS	0.002361
_1200	SAS	1e-5
_1200	AFR	0.01998
_1200	EUR	0.332052
_1200	MX-AMR	0.637506
_1200	EAS	0.007475
_1200	SAS	0.002987
_1200	AFR	0.038458
_1200	EUR	0.297521
_1200	MX-AMR	0.653767
_1200	EAS	0.003494
_1200	SAS	0.006761
_1200	AFR	0.045886
_1200	EUR	0.31192
_1200	MX-AMR	0.642174
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.053048
_1200	EUR	0.287714
_1200	MX-AMR	0.659218
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.042555
_1200	EUR	0.338108
_1200	MX-AMR	0.603573
_1200	EAS	1e-5
_1200	SAS	0.015755
_1200	AFR	0.034747
_1200	EUR	0.24247
_1200	MX-AMR	0.713048
_1200	EAS	1e-5
_1200	SAS	0.009725
_1200	AFR	0.035356
_1200	EUR	0.531776
_1200	MX-AMR	0.425728
_1200	EAS	1e-5
_1200	SAS	0.007131
_1200	AFR	0.036622
_1200	EUR	0.289019
_1200	MX-AMR	0.663534
_1200	EAS	0.010195
_1200	SAS	6.3e-4
_1200	AFR	0.05347
_1200	EUR	0.276695
_1200	MX-AMR	0.661258
_1200	EAS	0.008567
_1200	SAS	1e-5
_1200	AFR	0.14410800000000001
_1200	EUR	0.406705
_1200	MX-AMR	0.44147
_1200	EAS	1.47e-4
_1200	SAS	0.00757
_1200	AFR	0.04168
_1200	EUR	0.384386
_1200	MX-AMR	0.573914
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.047808
_1200	EUR	0.65802
_1200	MX-AMR	0.294152
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.043081
_1200	EUR	0.26239
_1200	MX-AMR	0.682102
_1200	EAS	2.7e-5
_1200	SAS	0.0124
_1200	AFR	0.087457
_1200	EUR	0.253208
_1200	MX-AMR	0.656963
_1200	EAS	0.002362
_1200	SAS	1e-5
_1200	AFR	0.061439
_1200	EUR	0.294332
_1200	MX-AMR	0.638175
_1200	EAS	0.006044
_1200	SAS	1e-5
_1200	AFR	0.079003
_1200	EUR	0.321741
_1200	MX-AMR	0.595093
_1200	EAS	0.004153
_1200	SAS	1e-5
_1200	AFR	0.090509
_1200	EUR	0.290252
_1200	MX-AMR	0.602297
_1200	EAS	1e-5
_1200	SAS	0.016932
_1200	AFR	0.042205
_1200	EUR	0.365538
_1200	MX-AMR	0.589079
_1200	EAS	0.003168
_1200	SAS	1e-5
_1200	AFR	0.075945
_1200	EUR	0.308303
_1200	MX-AMR	0.615732
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.054514
_1200	EUR	0.511919
_1200	MX-AMR	0.433542
_1200	EAS	1.5e-5
_1200	SAS	1e-5
_1200	AFR	0.081069
_1200	EUR	0.315986
_1200	MX-AMR	0.597456
_1200	EAS	0.003337
_1200	SAS	0.002152
_1200	AFR	0.056019
_1200	EUR	0.456646
_1200	MX-AMR	0.485006
_1200	EAS	0.002319
_1200	SAS	1e-5
_1200	AFR	0.013616
_1200	EUR	0.396323
_1200	MX-AMR	0.58105
_1200	EAS	0.009001
_1200	SAS	1e-5
_1200	AFR	0.062721
_1200	EUR	0.322027
_1200	MX-AMR	0.615232
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.009029
_1200	EUR	0.05483
_1200	MX-AMR	0.924154
_1200	EAS	0.011978
_1200	SAS	1e-5
_1200	AFR	0.058126
_1200	EUR	0.255596
_1200	MX-AMR	0.681988
_1200	EAS	0.00428
_1200	SAS	1e-5
_1200	AFR	0.044972
_1200	EUR	0.619888
_1200	MX-AMR	0.33512
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.060784
_1200	EUR	0.592621
_1200	MX-AMR	0.346575
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.022028
_1200	EUR	0.215993
_1200	MX-AMR	0.744972
_1200	EAS	0.015912
_1200	SAS	0.001096
_1200	AFR	0.048131
_1200	EUR	0.271322
_1200	MX-AMR	0.67644
_1200	EAS	1e-5
_1200	SAS	0.004097
_1200	AFR	0.035232
_1200	EUR	0.556009
_1200	MX-AMR	0.408738
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.052188
_1200	EUR	0.246816
_1200	MX-AMR	0.699472
_1200	EAS	1e-5
_1200	SAS	0.001514
_1200	AFR	0.029539
_1200	EUR	0.309676
_1200	MX-AMR	0.65479
_1200	EAS	1e-5
_1200	SAS	0.005985
_1200	AFR	0.036732
_1200	EUR	0.459852
_1200	MX-AMR	0.503396
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.04483
_1200	EUR	0.422332
_1200	MX-AMR	0.532818
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.071157
_1200	EUR	0.342059
_1200	MX-AMR	0.586764
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.059018
_1200	EUR	0.310726
_1200	MX-AMR	0.630236
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.063208
_1200	EUR	0.435991
_1200	MX-AMR	0.500547
_1200	EAS	2.44e-4
_1200	SAS	1e-5
_1200	AFR	0.070773
_1200	EUR	0.380701
_1200	MX-AMR	0.545513
_1200	EAS	6.33e-4
_1200	SAS	0.00238
_1200	AFR	0.043266
_1200	EUR	0.383193
_1200	MX-AMR	0.572513
_1200	EAS	0.001017
_1200	SAS	1e-5
_1200	AFR	0.064596
_1200	EUR	0.292149
_1200	MX-AMR	0.643235
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.061597
_1200	EUR	0.294196
_1200	MX-AMR	0.637489
_1200	EAS	1e-5
_1200	SAS	0.006708
_1200	AFR	0.051221
_1200	EUR	0.328619
_1200	MX-AMR	0.62014
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.036591
_1200	EUR	0.204403
_1200	MX-AMR	0.758263
_1200	EAS	7.34e-4
_1200	SAS	1e-5
_1200	AFR	0.06762
_1200	EUR	0.329198
_1200	MX-AMR	0.602351
_1200	EAS	1e-5
_1200	SAS	8.22e-4
_1200	AFR	0.049162
_1200	EUR	0.360552
_1200	MX-AMR	0.58598
_1200	EAS	1e-5
_1200	SAS	0.004296
_1200	AFR	0.069292
_1200	EUR	0.523953
_1200	MX-AMR	0.396472
_1200	EAS	1e-5
_1200	SAS	0.010273
_1200	AFR	0.058809
_1200	EUR	0.430703
_1200	MX-AMR	0.509778
_1200	EAS	7e-4
_1200	SAS	1e-5
_1200	AFR	0.037514
_1200	EUR	0.737992
_1200	MX-AMR	0.21572
_1200	EAS	0.001232
_1200	SAS	0.007541
_1200	AFR	0.052085
_1200	EUR	0.346924
_1200	MX-AMR	0.591821
_1200	EAS	0.004268
_1200	SAS	0.004903
_1200	AFR	1e-5
_1200	EUR	0.114797
_1200	MX-AMR	0.882575
_1200	EAS	0.002608
_1200	SAS	1e-5
_1200	AFR	0.013671
_1200	EUR	0.079287
_1200	MX-AMR	0.906293
_1200	EAS	1e-5
_1200	SAS	7.38e-4
_1200	AFR	0.065398
_1200	EUR	0.332855
_1200	MX-AMR	0.601727
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.041047
_1200	EUR	0.40545
_1200	MX-AMR	0.55036
_1200	EAS	1e-5
_1200	SAS	0.003133
_1200	AFR	0.052379
_1200	EUR	0.307676
_1200	MX-AMR	0.626846
_1200	EAS	0.0012
_1200	SAS	0.011899
_1200	AFR	0.025664
_1200	EUR	0.403132
_1200	MX-AMR	0.558823
_1200	EAS	0.009606
_1200	SAS	0.002775
_1200	AFR	0.074797
_1200	EUR	0.197597
_1200	MX-AMR	0.710692
_1200	EAS	1.26e-4
_1200	SAS	0.016787
_1200	AFR	0.038368
_1200	EUR	0.243575
_1200	MX-AMR	0.706871
_1200	EAS	0.00247
_1200	SAS	0.008716
_1200	AFR	0.038462
_1200	EUR	0.357733
_1200	MX-AMR	0.588199
_1200	EAS	1e-5
_1200	SAS	0.015596
_1200	AFR	0.051624
_1200	EUR	0.464375
_1200	MX-AMR	0.483981
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.04274
_1200	EUR	0.780635
_1200	MX-AMR	0.176605
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.051004
_1200	EUR	0.276681
_1200	MX-AMR	0.6594
_1200	EAS	0.008886
_1200	SAS	0.00403
_1200	AFR	0.051087
_1200	EUR	0.285638
_1200	MX-AMR	0.659854
_1200	EAS	1e-5
_1200	SAS	0.003412
_1200	AFR	0.107488
_1200	EUR	0.363822
_1200	MX-AMR	0.517429
_1200	EAS	0.008468
_1200	SAS	0.002793
_1200	AFR	0.03013
_1200	EUR	0.396521
_1200	MX-AMR	0.567636
_1200	EAS	1e-5
_1200	SAS	0.005703
_1200	AFR	1e-5
_1200	EUR	1e-5
_1200	MX-AMR	0.99996
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.042765
_1200	EUR	0.45846
_1200	MX-AMR	0.498755
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.049756
_1200	EUR	0.262188
_1200	MX-AMR	0.683525
_1200	EAS	1e-5
_1200	SAS	0.004521
_1200	AFR	0.074364
_1200	EUR	0.383371
_1200	MX-AMR	0.535819
_1200	EAS	0.006436
_1200	SAS	1e-5
_1200	AFR	0.019226
_1200	EUR	0.122861
_1200	MX-AMR	0.84333
_1200	EAS	0.014573
_1200	SAS	1e-5
_1200	AFR	0.044656
_1200	EUR	0.619571
_1200	MX-AMR	0.335512
_1200	EAS	1e-5
_1200	SAS	2.51e-4
_1200	AFR	0.064922
_1200	EUR	0.305446
_1200	MX-AMR	0.61572
_1200	EAS	1e-5
_1200	SAS	0.013902
_1200	AFR	0.037974
_1200	EUR	0.348326
_1200	MX-AMR	0.613467
_1200	EAS	2.23e-4
_1200	SAS	1e-5
_1200	AFR	0.029312
_1200	EUR	0.430005
_1200	MX-AMR	0.538289
_1200	EAS	0.002384
_1200	SAS	1e-5
_1200	AFR	0.06435
_1200	EUR	0.23102
_1200	MX-AMR	0.691789
_1200	EAS	1e-5
_1200	SAS	0.012831
_1200	AFR	0.073575
_1200	EUR	0.384224
_1200	MX-AMR	0.52601
_1200	EAS	7.13e-4
_1200	SAS	0.015478
_1200	AFR	0.081612
_1200	EUR	0.271181
_1200	MX-AMR	0.645943
_1200	EAS	0.001253
_1200	SAS	1e-5
_1200	AFR	0.072729
_1200	EUR	0.604531
_1200	MX-AMR	0.317651
_1200	EAS	1e-5
_1200	SAS	0.005079
_1200	AFR	1e-5
_1200	EUR	1e-5
_1200	MX-AMR	0.999021
_1200	EAS	9.49e-4
_1200	SAS	1e-5
_1200	AFR	0.063715
_1200	EUR	0.285474
_1200	MX-AMR	0.645764
_1200	EAS	1e-5
_1200	SAS	0.005037
_1200	AFR	0.012939
_1200	EUR	0.073708
_1200	MX-AMR	0.908104
_1200	EAS	0.005239
_1200	SAS	1e-5
_1200	AFR	0.027784
_1200	EUR	0.116441
_1200	MX-AMR	0.833423
_1200	EAS	0.013078
_1200	SAS	0.009274
_1200	AFR	0.040908
_1200	EUR	0.316443
_1200	MX-AMR	0.625495
_1200	EAS	0.001478
_1200	SAS	0.015675
_1200	AFR	0.054681
_1200	EUR	0.55697700000000006
_1200	MX-AMR	0.385677
_1200	EAS	0.002655
_1200	SAS	1e-5
_1200	AFR	0.042133
_1200	EUR	0.318475
_1200	MX-AMR	0.630353
_1200	EAS	0.009029
_1200	SAS	1e-5
_1200	AFR	0.064665
_1200	EUR	0.289503
_1200	MX-AMR	0.645812
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.061124
_1200	EUR	0.352601
_1200	MX-AMR	0.570081
_1200	EAS	0.008785
_1200	SAS	0.00741
_1200	AFR	0.040891
_1200	EUR	0.159117
_1200	MX-AMR	0.784044
_1200	EAS	0.002859
_1200	SAS	0.013089
_1200	AFR	0.045774
_1200	EUR	0.249649
_1200	MX-AMR	0.694639
_1200	EAS	1e-5
_1200	SAS	0.009928
_1200	AFR	0.057959
_1200	EUR	0.305782
_1200	MX-AMR	0.627236
_1200	EAS	0.005529
_1200	SAS	0.003494
_1200	AFR	0.069325
_1200	EUR	0.522609
_1200	MX-AMR	0.398794
_1200	EAS	1e-5
_1200	SAS	0.009261
_1200	AFR	0.043675
_1200	EUR	0.39229
_1200	MX-AMR	0.55273
_1200	EAS	1e-5
_1200	SAS	0.011295
_1200	AFR	0.058155
_1200	EUR	0.339623
_1200	MX-AMR	0.598656
_1200	EAS	1e-5
_1200	SAS	0.003556
_1200	AFR	0.05291
_1200	EUR	0.216919
_1200	MX-AMR	0.723187
_1200	EAS	1e-5
_1200	SAS	0.006974
_1200	AFR	0.059936
_1200	EUR	0.26095
_1200	MX-AMR	0.672591
_1200	EAS	1e-5
_1200	SAS	0.006513
_1200	AFR	0.042497
_1200	EUR	0.226454
_1200	MX-AMR	0.726932
_1200	EAS	0.004108
_1200	SAS	1e-5
_1200	AFR	0.047701
_1200	EUR	0.295459
_1200	MX-AMR	0.653484
_1200	EAS	1e-5
_1200	SAS	0.003346
_1200	AFR	0.046565
_1200	EUR	0.760691
_1200	MX-AMR	0.192723
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.045434
_1200	EUR	0.22709
_1200	MX-AMR	0.721171
_1200	EAS	0.006295
_1200	SAS	1e-5
_1200	AFR	0.056823
_1200	EUR	0.389039
_1200	MX-AMR	0.55099
_1200	EAS	1e-5
_1200	SAS	0.003138
_1200	AFR	0.051547
_1200	EUR	0.423315
_1200	MX-AMR	0.512329
_1200	EAS	0.005953
_1200	SAS	0.006855
_1200	AFR	0.040966
_1200	EUR	0.538056
_1200	MX-AMR	0.420958
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.03638
_1200	EUR	0.283062
_1200	MX-AMR	0.671663
_1200	EAS	0.00154
_1200	SAS	0.007356
_1200	AFR	0.088625
_1200	EUR	0.28644
_1200	MX-AMR	0.620666
_1200	EAS	0.00426
_1200	SAS	1e-5
_1200	AFR	0.053662
_1200	EUR	0.256829
_1200	MX-AMR	0.689488
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.047877
_1200	EUR	0.394067
_1200	MX-AMR	0.550478
_1200	EAS	0.001846
_1200	SAS	0.005732
_1200	AFR	1e-5
_1200	EUR	1e-5
_1200	MX-AMR	0.99996
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.050942
_1200	EUR	0.358092
_1200	MX-AMR	0.586201
_1200	EAS	0.001801
_1200	SAS	0.002964
_1200	AFR	0.070452
_1200	EUR	0.25473
_1200	MX-AMR	0.669244
_1200	EAS	1e-5
_1200	SAS	0.005565
_1200	AFR	0.095306
_1200	EUR	0.483848
_1200	MX-AMR	0.420713
_1200	EAS	1.23e-4
_1200	SAS	1e-5
_1200	AFR	0.038659
_1200	EUR	0.57441
_1200	MX-AMR	0.380391
_1200	EAS	1e-5
_1200	SAS	0.006531
_1200	AFR	0.05019
_1200	EUR	0.361957
_1200	MX-AMR	0.582424
_1200	EAS	0.005419
_1200	SAS	1e-5
_1200	AFR	0.065234
_1200	EUR	0.280499
_1200	MX-AMR	0.654246
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	0.060796
_1200	EUR	0.465596
_1200	MX-AMR	0.473588
_1200	EAS	1e-5
_1200	SAS	1e-5
_1200	AFR	1e-5
_1200	EUR	1e-5
_1200	MX-AMR	0.99996
_1200	EAS	1e-5
