run	pop	proportion
_0	AFR	0.050001
_0	EUR	0.334842
_0	MX-AMR	0.536485
_0	EAS	0.041678
_0	SAS	0.036994
_0	AFR	0.062299
_0	EUR	0.443749
_0	MX-AMR	0.4339
_0	EAS	0.032763
_0	SAS	0.027289
_0	AFR	0.057354
_0	EUR	0.767317
_0	MX-AMR	0.131206
_0	EAS	0.020036
_0	SAS	0.024089
_0	AFR	0.083917
_0	EUR	0.268763
_0	MX-AMR	0.590307
_0	EAS	0.037718
_0	SAS	0.019295
_0	AFR	0.059746
_0	EUR	0.252585
_0	MX-AMR	0.607155
_0	EAS	0.052169
_0	SAS	0.028345
_0	AFR	0.061294
_0	EUR	0.26368
_0	MX-AMR	0.607617
_0	EAS	0.035979
_0	SAS	0.031429
_0	AFR	0.114178
_0	EUR	0.341074
_0	MX-AMR	0.47648
_0	EAS	0.04162
_0	SAS	0.026648
_0	AFR	0.04186
_0	EUR	0.372765
_0	MX-AMR	0.517282
_0	EAS	0.037161
_0	SAS	0.030932
_0	AFR	0.011113
_0	EUR	0.002578
_0	MX-AMR	0.936921
_0	EAS	0.041502
_0	SAS	0.007886
_0	AFR	0.054262
_0	EUR	0.435856
_0	MX-AMR	0.450051
_0	EAS	0.036757
_0	SAS	0.023075
_0	AFR	0.059747
_0	EUR	0.241324
_0	MX-AMR	0.623653
_0	EAS	0.047566
_0	SAS	0.02771
_0	AFR	0.083274
_0	EUR	0.362069
_0	MX-AMR	0.486835
_0	EAS	0.046115
_0	SAS	0.021707
_0	AFR	0.03067
_0	EUR	0.102972
_0	MX-AMR	0.78648
_0	EAS	0.061789
_0	SAS	0.018089
_0	AFR	0.056411
_0	EUR	0.595312
_0	MX-AMR	0.2897
_0	EAS	0.031268
_0	SAS	0.027308
_0	AFR	0.074155
_0	EUR	0.285042
_0	MX-AMR	0.563933
_0	EAS	0.040372
_0	SAS	0.036498
_0	AFR	0.048908
_0	EUR	0.326244
_0	MX-AMR	0.558971
_0	EAS	0.04316
_0	SAS	0.022718
_0	AFR	0.04256
_0	EUR	0.404109
_0	MX-AMR	0.484063
_0	EAS	0.044398
_0	SAS	0.02487
_0	AFR	0.056807
_0	EUR	0.72165
_0	MX-AMR	0.169612
_0	EAS	0.022125
_0	SAS	0.029806
_0	AFR	0.073241
_0	EUR	0.209171
_0	MX-AMR	0.637579
_0	EAS	0.043684
_0	SAS	0.036325
_0	AFR	0.082637
_0	EUR	0.364655
_0	MX-AMR	0.472127
_0	EAS	0.042915
_0	SAS	0.037666
_0	AFR	0.089339
_0	EUR	0.250449
_0	MX-AMR	0.594063
_0	EAS	0.044809
_0	SAS	0.021341
_0	AFR	0.082802
_0	EUR	0.583955
_0	MX-AMR	0.274824
_0	EAS	0.024665
_0	SAS	0.033754
_0	AFR	0.015858
_0	EUR	0.002309
_0	MX-AMR	0.919763
_0	EAS	0.052955
_0	SAS	0.009115
_0	AFR	0.072947
_0	EUR	0.262421
_0	MX-AMR	0.593797
_0	EAS	0.038967
_0	SAS	0.031868
_0	AFR	0.026481
_0	EUR	0.05604
_0	MX-AMR	0.842244
_0	EAS	0.056992
_0	SAS	0.018243
_0	AFR	0.039597
_0	EUR	0.094388
_0	MX-AMR	0.783449
_0	EAS	0.055592
_0	SAS	0.026974
_0	AFR	0.052822
_0	EUR	0.294486
_0	MX-AMR	0.56849
_0	EAS	0.048306
_0	SAS	0.035896
_0	AFR	0.065117
_0	EUR	0.537627
_0	MX-AMR	0.340232
_0	EAS	0.036146
_0	SAS	0.020878
_0	AFR	0.046178
_0	EUR	0.034347
_0	MX-AMR	0.838561
_0	EAS	0.057917
_0	SAS	0.022997
_0	AFR	0.052964
_0	EUR	0.294279
_0	MX-AMR	0.580176
_0	EAS	0.048005
_0	SAS	0.024575
_0	AFR	0.074415
_0	EUR	0.26907
_0	MX-AMR	0.591776
_0	EAS	0.040361
_0	SAS	0.024378
_0	AFR	0.07078
_0	EUR	0.32995
_0	MX-AMR	0.517929
_0	EAS	0.048094
_0	SAS	0.033248
_0	AFR	0.051303
_0	EUR	0.139388
_0	MX-AMR	0.721799
_0	EAS	0.054959
_0	SAS	0.032552
_0	AFR	0.05546
_0	EUR	0.228184
_0	MX-AMR	0.639277
_0	EAS	0.044456
_0	SAS	0.032623
_0	AFR	0.067707
_0	EUR	0.280297
_0	MX-AMR	0.575023
_0	EAS	0.046609
_0	SAS	0.030364
_0	AFR	0.078776
_0	EUR	0.501905
_0	MX-AMR	0.351564
_0	EAS	0.032266
_0	SAS	0.035489
_0	AFR	0.055226
_0	EUR	0.369335
_0	MX-AMR	0.499094
_0	EAS	0.03776
_0	SAS	0.038586
_0	AFR	0.068548
_0	EUR	0.317579
_0	MX-AMR	0.547144
_0	EAS	0.035766
_0	SAS	0.030963
_0	AFR	0.062537
_0	EUR	0.194518
_0	MX-AMR	0.669315
_0	EAS	0.046044
_0	SAS	0.027586
_0	AFR	0.069932
_0	EUR	0.238663
_0	MX-AMR	0.620337
_0	EAS	0.040666
_0	SAS	0.030402
_0	AFR	0.052421
_0	EUR	0.205733
_0	MX-AMR	0.671521
_0	EAS	0.049904
_0	SAS	0.020421
_0	AFR	0.057545
_0	EUR	0.273423
_0	MX-AMR	0.597799
_0	EAS	0.042095
_0	SAS	0.029138
_0	AFR	0.058865
_0	EUR	0.749604
_0	MX-AMR	0.152
_0	EAS	0.018936
_0	SAS	0.020595
_0	AFR	0.055212
_0	EUR	0.20729
_0	MX-AMR	0.664491
_0	EAS	0.053278
_0	SAS	0.01973
_0	AFR	0.06712
_0	EUR	0.365373
_0	MX-AMR	0.502864
_0	EAS	0.030781
_0	SAS	0.033863
_0	AFR	0.061997
_0	EUR	0.401422
_0	MX-AMR	0.459991
_0	EAS	0.045901
_0	SAS	0.030689
_0	AFR	0.053061
_0	EUR	0.518385
_0	MX-AMR	0.374671
_0	EAS	0.034649
_0	SAS	0.019234
_0	AFR	0.048223
_0	EUR	0.259386
_0	MX-AMR	0.618539
_0	EAS	0.046402
_0	SAS	0.027449
_0	AFR	0.095396
_0	EUR	0.265875
_0	MX-AMR	0.569555
_0	EAS	0.046189
_0	SAS	0.022984
_0	AFR	0.063599
_0	EUR	0.237257
_0	MX-AMR	0.634222
_0	EAS	0.046063
_0	SAS	0.01886
_0	AFR	0.058264
_0	EUR	0.372009
_0	MX-AMR	0.4985
_0	EAS	0.041578
_0	SAS	0.029649
_0	AFR	0.00842
_0	EUR	0.001042
_0	MX-AMR	0.935595
_0	EAS	0.04979
_0	SAS	0.005153
_0	AFR	0.040746
_0	EUR	0.607063
_0	MX-AMR	0.299589
_0	EAS	0.030518
_0	SAS	0.022083
_0	AFR	0.061239
_0	EUR	0.333511
_0	MX-AMR	0.535758
_0	EAS	0.042755
_0	SAS	0.026737
_0	AFR	0.078635
_0	EUR	0.233987
_0	MX-AMR	0.610669
_0	EAS	0.047721
_0	SAS	0.028988
_0	AFR	0.103688
_0	EUR	0.463581
_0	MX-AMR	0.374519
_0	EAS	0.034966
_0	SAS	0.023246
_0	AFR	0.050566
_0	EUR	0.551558
_0	MX-AMR	0.332487
_0	EAS	0.031476
_0	SAS	0.033914
_0	AFR	0.061653
_0	EUR	0.339869
_0	MX-AMR	0.534448
_0	EAS	0.045147
_0	SAS	0.018883
_0	AFR	0.074596
_0	EUR	0.259552
_0	MX-AMR	0.603504
_0	EAS	0.031845
_0	SAS	0.030504
_0	AFR	0.071165
_0	EUR	0.442331
_0	MX-AMR	0.429377
_0	EAS	0.024799
_0	SAS	0.032329
_0	AFR	0.00998
_0	EUR	0.001273
_0	MX-AMR	0.934701
_0	EAS	0.047637
_0	SAS	0.006409
_0	AFR	0.087848
_0	EUR	0.351957
_0	MX-AMR	0.491007
_0	EAS	0.050618
_0	SAS	0.018571
_0	AFR	0.070554
_0	EUR	0.333899
_0	MX-AMR	0.535772
_0	EAS	0.034474
_0	SAS	0.0253
_0	AFR	0.054021
_0	EUR	0.21674
_0	MX-AMR	0.651344
_0	EAS	0.054225
_0	SAS	0.02367
_0	AFR	0.065316
_0	EUR	0.21636
_0	MX-AMR	0.656484
_0	EAS	0.045365
_0	SAS	0.016475
_0	AFR	0.09676
_0	EUR	0.322823
_0	MX-AMR	0.515149
_0	EAS	0.042353
_0	SAS	0.022915
_0	AFR	0.064241
_0	EUR	0.328993
_0	MX-AMR	0.543851
_0	EAS	0.035462
_0	SAS	0.027453
_0	AFR	0.057464
_0	EUR	0.5913
_0	MX-AMR	0.282177
_0	EAS	0.026539
_0	SAS	0.04252
_0	AFR	0.013945
_0	EUR	0.002325
_0	MX-AMR	0.916616
_0	EAS	0.056358
_0	SAS	0.010756
_0	AFR	0.065623
_0	EUR	0.23611
_0	MX-AMR	0.633166
_0	EAS	0.039177
_0	SAS	0.025923
_0	AFR	0.061946
_0	EUR	0.311757
_0	MX-AMR	0.557291
_0	EAS	0.041653
_0	SAS	0.027353
_0	AFR	0.056263
_0	EUR	0.329049
_0	MX-AMR	0.562155
_0	EAS	0.033292
_0	SAS	0.019241
_0	AFR	0.053383
_0	EUR	0.30768
_0	MX-AMR	0.565496
_0	EAS	0.04704
_0	SAS	0.026401
_0	AFR	0.061236
_0	EUR	0.353053
_0	MX-AMR	0.521309
_0	EAS	0.038977
_0	SAS	0.025424
_0	AFR	0.066019
_0	EUR	0.273871
_0	MX-AMR	0.589756
_0	EAS	0.044962
_0	SAS	0.025392
_0	AFR	0.065665
_0	EUR	0.404241
_0	MX-AMR	0.461694
_0	EAS	0.029529
_0	SAS	0.038871
_0	AFR	0.137183
_0	EUR	0.173975
_0	MX-AMR	0.62735
_0	EAS	0.037623
_0	SAS	0.023869
_0	AFR	0.05519
_0	EUR	0.208089
_0	MX-AMR	0.658739
_0	EAS	0.0586
_0	SAS	0.019381
_0	AFR	0.058831
_0	EUR	0.421022
_0	MX-AMR	0.447925
_0	EAS	0.039942
_0	SAS	0.03228
_0	AFR	0.048182
_0	EUR	0.224922
_0	MX-AMR	0.657598
_0	EAS	0.050041
_0	SAS	0.019257
_0	AFR	0.028393
_0	EUR	0.124943
_0	MX-AMR	0.777194
_0	EAS	0.048004
_0	SAS	0.021465
_0	AFR	0.06319
_0	EUR	0.234624
_0	MX-AMR	0.63713
_0	EAS	0.040869
_0	SAS	0.024186
_0	AFR	0.053212
_0	EUR	0.28615
_0	MX-AMR	0.581494
_0	EAS	0.052921
_0	SAS	0.026222
_0	AFR	0.069556
_0	EUR	0.344298
_0	MX-AMR	0.53656
_0	EAS	0.032079
_0	SAS	0.017506
_0	AFR	0.055864
_0	EUR	0.297555
_0	MX-AMR	0.575979
_0	EAS	0.042879
_0	SAS	0.027723
_0	AFR	0.054424
_0	EUR	0.253992
_0	MX-AMR	0.622514
_0	EAS	0.037686
_0	SAS	0.031384
_0	AFR	0.053645
_0	EUR	0.324242
_0	MX-AMR	0.555834
_0	EAS	0.047765
_0	SAS	0.018514
_0	AFR	0.054544
_0	EUR	0.278838
_0	MX-AMR	0.596688
_0	EAS	0.037702
_0	SAS	0.032228
_0	AFR	0.053333
_0	EUR	0.376499
_0	MX-AMR	0.509733
_0	EAS	0.045287
_0	SAS	0.015148
_0	AFR	0.060163
_0	EUR	0.330375
_0	MX-AMR	0.549134
_0	EAS	0.040303
_0	SAS	0.020025
_0	AFR	0.040868
_0	EUR	0.485629
_0	MX-AMR	0.413409
_0	EAS	0.033024
_0	SAS	0.027072
_0	AFR	0.070561
_0	EUR	0.265357
_0	MX-AMR	0.603355
_0	EAS	0.033969
_0	SAS	0.026758
_0	AFR	0.050666
_0	EUR	0.317902
_0	MX-AMR	0.554869
_0	EAS	0.038703
_0	SAS	0.037861
_0	AFR	0.066149
_0	EUR	0.401045
_0	MX-AMR	0.471131
_0	EAS	0.037122
_0	SAS	0.024553
_0	AFR	0.071219
_0	EUR	0.399354
_0	MX-AMR	0.456688
_0	EAS	0.036508
_0	SAS	0.036232
_0	AFR	0.053769
_0	EUR	0.270728
_0	MX-AMR	0.602425
_0	EAS	0.043937
_0	SAS	0.029142
_0	AFR	0.034809
_0	EUR	0.56396
_0	MX-AMR	0.339916
_0	EAS	0.030565
_0	SAS	0.030749
_0	AFR	0.060687
_0	EUR	0.328157
_0	MX-AMR	0.547548
_0	EAS	0.041877
_0	SAS	0.02173
_0	AFR	0.080749
_0	EUR	0.209352
_0	MX-AMR	0.620513
_0	EAS	0.053444
_0	SAS	0.035941
_0	AFR	0.089369
_0	EUR	0.246696
_0	MX-AMR	0.591692
_0	EAS	0.048174
_0	SAS	0.024069
_0	AFR	0.04875
_0	EUR	0.47839
_0	MX-AMR	0.413651
_0	EAS	0.030035
_0	SAS	0.029174
_0	AFR	0.06393
_0	EUR	0.339211
_0	MX-AMR	0.527679
_0	EAS	0.04588
_0	SAS	0.0233
_0	AFR	0.020551
_0	EUR	0.113432
_0	MX-AMR	0.79204
_0	EAS	0.053021
_0	SAS	0.020956
_0	AFR	0.064196
_0	EUR	0.265349
_0	MX-AMR	0.602083
_0	EAS	0.033398
_0	SAS	0.034973
_0	AFR	0.155369
_0	EUR	0.20256
_0	MX-AMR	0.592642
_0	EAS	0.029616
_0	SAS	0.019813
_0	AFR	0.048932
_0	EUR	0.618361
_0	MX-AMR	0.273204
_0	EAS	0.030215
_0	SAS	0.029288
_0	AFR	0.070875
_0	EUR	0.216602
_0	MX-AMR	0.635172
_0	EAS	0.044959
_0	SAS	0.032392
_0	AFR	0.061011
_0	EUR	0.288035
_0	MX-AMR	0.593124
_0	EAS	0.037902
_0	SAS	0.019928
_0	AFR	0.041447
_0	EUR	0.301767
_0	MX-AMR	0.569879
_0	EAS	0.055166
_0	SAS	0.031741
_0	AFR	0.062487
_0	EUR	0.325148
_0	MX-AMR	0.539579
_0	EAS	0.045455
_0	SAS	0.02733
_0	AFR	0.075198
_0	EUR	0.419552
_0	MX-AMR	0.44174
_0	EAS	0.03776
_0	SAS	0.025751
_0	AFR	0.082566
_0	EUR	0.259153
_0	MX-AMR	0.571849
_0	EAS	0.05074
_0	SAS	0.035691
_0	AFR	0.065786
_0	EUR	0.53747
_0	MX-AMR	0.339375
_0	EAS	0.031312
_0	SAS	0.026056
_0	AFR	0.084425
_0	EUR	0.304499
_0	MX-AMR	0.543059
_0	EAS	0.039649
_0	SAS	0.028368
_0	AFR	0.056618
_0	EUR	0.59934
_0	MX-AMR	0.282029
_0	EAS	0.028024
_0	SAS	0.033989
_0	AFR	0.0599
_0	EUR	0.350869
_0	MX-AMR	0.518647
_0	EAS	0.038872
_0	SAS	0.031713
_0	AFR	0.083386
_0	EUR	0.397447
_0	MX-AMR	0.459434
_0	EAS	0.032671
_0	SAS	0.027062
_0	AFR	0.071594
_0	EUR	0.348445
_0	MX-AMR	0.508378
_0	EAS	0.044015
_0	SAS	0.027568
_0	AFR	0.065803
_0	EUR	0.269197
_0	MX-AMR	0.594767
_0	EAS	0.048678
_0	SAS	0.021556
_0	AFR	0.095896
_0	EUR	0.345319
_0	MX-AMR	0.490038
_0	EAS	0.048648
_0	SAS	0.020099
_0	AFR	0.040078
_0	EUR	0.845203
_0	MX-AMR	0.0649
_0	EAS	0.021715
_0	SAS	0.028105
_0	AFR	0.069444
_0	EUR	0.378452
_0	MX-AMR	0.489658
_0	EAS	0.036782
_0	SAS	0.025665
_0	AFR	0.05392
_0	EUR	0.367509
_0	MX-AMR	0.509933
_0	EAS	0.034737
_0	SAS	0.033901
_0	AFR	0.062846
_0	EUR	0.711958
_0	MX-AMR	0.176863
_0	EAS	0.017495
_0	SAS	0.030837
_0	AFR	0.07873
_0	EUR	0.299248
_0	MX-AMR	0.556566
_0	EAS	0.04214
_0	SAS	0.023317
_0	AFR	0.05202
_0	EUR	0.369746
_0	MX-AMR	0.507246
_0	EAS	0.0314
_0	SAS	0.039589
_0	AFR	0.047958
_0	EUR	0.391556
_0	MX-AMR	0.498792
_0	EAS	0.041083
_0	SAS	0.020611
_0	AFR	0.080149
_0	EUR	0.359064
_0	MX-AMR	0.491753
_0	EAS	0.041544
_0	SAS	0.027489
_0	AFR	0.079533
_0	EUR	0.292272
_0	MX-AMR	0.551932
_0	EAS	0.044691
_0	SAS	0.031572
_0	AFR	0.061736
_0	EUR	0.275963
_0	MX-AMR	0.601238
_0	EAS	0.040119
_0	SAS	0.020944
_0	AFR	0.047963
_0	EUR	0.683716
_0	MX-AMR	0.223311
_0	EAS	0.02604
_0	SAS	0.01897
_0	AFR	0.053409
_0	EUR	0.342343
_0	MX-AMR	0.522827
_0	EAS	0.044543
_0	SAS	0.036877
_0	AFR	0.0706
_0	EUR	0.318293
_0	MX-AMR	0.540028
_0	EAS	0.04233
_0	SAS	0.028749
_0	AFR	0.04325
_0	EUR	0.18316
_0	MX-AMR	0.67816
_0	EAS	0.061645
_0	SAS	0.033785
_0	AFR	0.055988
_0	EUR	0.305582
_0	MX-AMR	0.567727
_0	EAS	0.041475
_0	SAS	0.029228
_0	AFR	0.066978
_0	EUR	0.328203
_0	MX-AMR	0.546223
_0	EAS	0.039342
_0	SAS	0.019254
_0	AFR	0.069037
_0	EUR	0.329134
_0	MX-AMR	0.531073
_0	EAS	0.039747
_0	SAS	0.031009
_0	AFR	0.047309
_0	EUR	0.736431
_0	MX-AMR	0.168134
_0	EAS	0.018852
_0	SAS	0.029273
_0	AFR	0.040072
_0	EUR	0.778487
_0	MX-AMR	0.143613
_0	EAS	0.013189
_0	SAS	0.024639
_0	AFR	0.081049
_0	EUR	0.362125
_0	MX-AMR	0.491795
_0	EAS	0.034746
_0	SAS	0.030286
_0	AFR	0.057925
_0	EUR	0.277475
_0	MX-AMR	0.591586
_0	EAS	0.043968
_0	SAS	0.029046
_0	AFR	0.070886
_0	EUR	0.217147
_0	MX-AMR	0.64089
_0	EAS	0.05127
_0	SAS	0.019807
_0	AFR	0.113941
_0	EUR	0.228982
_0	MX-AMR	0.585675
_0	EAS	0.044354
_0	SAS	0.027048
_0	AFR	0.082178
_0	EUR	0.378756
_0	MX-AMR	0.47403
_0	EAS	0.040129
_0	SAS	0.024906
_0	AFR	0.048561
_0	EUR	0.282523
_0	MX-AMR	0.595907
_0	EAS	0.04321
_0	SAS	0.029798
_0	AFR	0.068224
_0	EUR	0.315674
_0	MX-AMR	0.525486
_0	EAS	0.045934
_0	SAS	0.044682
_0	AFR	0.078682
_0	EUR	0.384776
_0	MX-AMR	0.476801
_0	EAS	0.037119
_0	SAS	0.022623
_0	AFR	0.06083
_0	EUR	0.301323
_0	MX-AMR	0.581852
_0	EAS	0.034716
_0	SAS	0.021279
_0	AFR	0.048591
_0	EUR	0.671083
_0	MX-AMR	0.220253
_0	EAS	0.02952
_0	SAS	0.030554
_0	AFR	0.050669
_0	EUR	0.747486
_0	MX-AMR	0.161164
_0	EAS	0.02018
_0	SAS	0.020501
_0	AFR	0.053531
_0	EUR	0.580882
_0	MX-AMR	0.306916
_0	EAS	0.026054
_0	SAS	0.032618
_0	AFR	0.054793
_0	EUR	0.379929
_0	MX-AMR	0.495429
_0	EAS	0.050519
_0	SAS	0.01933
_0	AFR	0.084893
_0	EUR	0.273482
_0	MX-AMR	0.574572
_0	EAS	0.038627
_0	SAS	0.028427
_0	AFR	0.057498
_0	EUR	0.330592
_0	MX-AMR	0.54113
_0	EAS	0.046648
_0	SAS	0.024132
_0	AFR	0.044451
_0	EUR	0.808917
_0	MX-AMR	0.097663
_0	EAS	0.018519
_0	SAS	0.03045
_0	AFR	0.087643
_0	EUR	0.334667
_0	MX-AMR	0.518558
_0	EAS	0.027993
_0	SAS	0.031139
_0	AFR	0.077744
_0	EUR	0.321244
_0	MX-AMR	0.532408
_0	EAS	0.045277
_0	SAS	0.023326
_0	AFR	0.055978
_0	EUR	0.241761
_0	MX-AMR	0.61819
_0	EAS	0.053548
_0	SAS	0.030523
_0	AFR	0.066634
_0	EUR	0.249754
_0	MX-AMR	0.611025
_0	EAS	0.040876
_0	SAS	0.031711
_0	AFR	0.05415
_0	EUR	0.248627
_0	MX-AMR	0.617836
_0	EAS	0.057081
_0	SAS	0.022305
_0	AFR	0.086182
_0	EUR	0.33955
_0	MX-AMR	0.505489
_0	EAS	0.039274
_0	SAS	0.029506
_0	AFR	0.088403
_0	EUR	0.277665
_0	MX-AMR	0.568451
_0	EAS	0.046537
_0	SAS	0.018944
_0	AFR	0.057089
_0	EUR	0.375669
_0	MX-AMR	0.498376
_0	EAS	0.033782
_0	SAS	0.035085
_0	AFR	0.067517
_0	EUR	0.306369
_0	MX-AMR	0.550478
_0	EAS	0.046003
_0	SAS	0.029633
_0	AFR	0.047694
_0	EUR	0.311539
_0	MX-AMR	0.569251
_0	EAS	0.054621
_0	SAS	0.016895
_0	AFR	0.066304
_0	EUR	0.369299
_0	MX-AMR	0.501298
_0	EAS	0.039962
_0	SAS	0.023137
_0	AFR	0.075153
_0	EUR	0.365066
_0	MX-AMR	0.477453
_0	EAS	0.050327
_0	SAS	0.032001
_0	AFR	0.079173
_0	EUR	0.337365
_0	MX-AMR	0.519933
_0	EAS	0.04237
_0	SAS	0.021158
_0	AFR	0.064856
_0	EUR	0.405424
_0	MX-AMR	0.458615
_0	EAS	0.039914
_0	SAS	0.031191
_0	AFR	0.080626
_0	EUR	0.257656
_0	MX-AMR	0.5842
_0	EAS	0.047456
_0	SAS	0.030061
_0	AFR	0.024567
_0	EUR	0.170602
_0	MX-AMR	0.730925
_0	EAS	0.050256
_0	SAS	0.023649
_0	AFR	0.057806
_0	EUR	0.382912
_0	MX-AMR	0.489873
_0	EAS	0.041617
_0	SAS	0.027792
_0	AFR	0.057681
_0	EUR	0.49186
_0	MX-AMR	0.386367
_0	EAS	0.033346
_0	SAS	0.030746
_0	AFR	0.023849
_0	EUR	0.152706
_0	MX-AMR	0.74329
_0	EAS	0.046127
_0	SAS	0.034028
_0	AFR	0.060965
_0	EUR	0.455988
_0	MX-AMR	0.41307
_0	EAS	0.033585
_0	SAS	0.036392
_0	AFR	0.053186
_0	EUR	0.371877
_0	MX-AMR	0.509147
_0	EAS	0.046193
_0	SAS	0.019598
_0	AFR	0.029624
_0	EUR	0.205079
_0	MX-AMR	0.690492
_0	EAS	0.03795
_0	SAS	0.036855
_0	AFR	0.080223
_0	EUR	0.28729
_0	MX-AMR	0.572201
_0	EAS	0.03427
_0	SAS	0.026016
_0	AFR	0.056046
_0	EUR	0.228326
_0	MX-AMR	0.643644
_0	EAS	0.050092
_0	SAS	0.021893
_0	AFR	0.05305
_0	EUR	0.410762
_0	MX-AMR	0.482585
_0	EAS	0.038903
_0	SAS	0.0147
_0	AFR	0.060472
_0	EUR	0.633268
_0	MX-AMR	0.265213
_0	EAS	0.0193
_0	SAS	0.021747
_0	AFR	0.063339
_0	EUR	0.34748
_0	MX-AMR	0.517018
_0	EAS	0.038201
_0	SAS	0.033962
_0	AFR	0.04874
_0	EUR	0.466115
_0	MX-AMR	0.42024
_0	EAS	0.034348
_0	SAS	0.030557
_0	AFR	0.058155
_0	EUR	0.223935
_0	MX-AMR	0.644831
_0	EAS	0.043195
_0	SAS	0.029884
_0	AFR	0.038374
_0	EUR	0.437731
_0	MX-AMR	0.448048
_0	EAS	0.048817
_0	SAS	0.027031
_0	AFR	0.056593
_0	EUR	0.447264
_0	MX-AMR	0.434361
_0	EAS	0.035502
_0	SAS	0.02628
_0	AFR	0.019471
_0	EUR	0.191116
_0	MX-AMR	0.713922
_0	EAS	0.048466
_0	SAS	0.027025
_0	AFR	0.082336
_0	EUR	0.299964
_0	MX-AMR	0.532911
_0	EAS	0.050514
_0	SAS	0.034275
_0	AFR	0.039716
_0	EUR	0.307435
_0	MX-AMR	0.574751
_0	EAS	0.044135
_0	SAS	0.033962
_0	AFR	0.093492
_0	EUR	0.346514
_0	MX-AMR	0.492794
_0	EAS	0.041116
_0	SAS	0.026084
_0	AFR	0.041282
_0	EUR	0.072795
_0	MX-AMR	0.823158
_0	EAS	0.052579
_0	SAS	0.010187
_0	AFR	0.055627
_0	EUR	0.18017
_0	MX-AMR	0.693879
_0	EAS	0.047698
_0	SAS	0.022627
_0	AFR	0.042402
_0	EUR	0.499208
_0	MX-AMR	0.400417
_0	EAS	0.037508
_0	SAS	0.020464
_0	AFR	0.062848
_0	EUR	0.335046
_0	MX-AMR	0.526322
_0	EAS	0.043904
_0	SAS	0.03188
_0	AFR	0.067153
_0	EUR	0.20596
_0	MX-AMR	0.642462
_0	EAS	0.051493
_0	SAS	0.032931
_0	AFR	0.068235
_0	EUR	0.216918
_0	MX-AMR	0.634723
_0	EAS	0.054868
_0	SAS	0.025257
_0	AFR	0.08835
_0	EUR	0.342038
_0	MX-AMR	0.499043
_0	EAS	0.034426
_0	SAS	0.036143
_0	AFR	0.047478
_0	EUR	0.35076
_0	MX-AMR	0.535133
_0	EAS	0.040123
_0	SAS	0.026505
_0	AFR	0.053499
_0	EUR	0.27686
_0	MX-AMR	0.597242
_0	EAS	0.049437
_0	SAS	0.022962
_0	AFR	0.037573
_0	EUR	0.299117
_0	MX-AMR	0.585703
_0	EAS	0.05663
_0	SAS	0.020977
_0	AFR	0.046845
_0	EUR	0.226935
_0	MX-AMR	0.648888
_0	EAS	0.063674
_0	SAS	0.013658
_0	AFR	0.062973
_0	EUR	0.230791
_0	MX-AMR	0.621787
_0	EAS	0.051004
_0	SAS	0.033446
_0	AFR	0.034567
_0	EUR	0.059849
_0	MX-AMR	0.818475
_0	EAS	0.065963
_0	SAS	0.021145
_0	AFR	0.069128
_0	EUR	0.353988
_0	MX-AMR	0.513299
_0	EAS	0.047409
_0	SAS	0.016176
_0	AFR	0.070956
_0	EUR	0.19749
_0	MX-AMR	0.65438
_0	EAS	0.048552
_0	SAS	0.028622
_0	AFR	0.096119
_0	EUR	0.263406
_0	MX-AMR	0.576743
_0	EAS	0.031034
_0	SAS	0.032698
_0	AFR	0.038689
_0	EUR	0.411123
_0	MX-AMR	0.48373
_0	EAS	0.038828
_0	SAS	0.027631
_0	AFR	0.022155
_0	EUR	0.227138
_0	MX-AMR	0.66988
_0	EAS	0.058587
_0	SAS	0.02224
_0	AFR	0.065719
_0	EUR	0.339154
_0	MX-AMR	0.523606
_0	EAS	0.041836
_0	SAS	0.029685
_0	AFR	0.057817
_0	EUR	0.286182
_0	MX-AMR	0.590865
_0	EAS	0.036992
_0	SAS	0.028144
_0	AFR	0.057214
_0	EUR	0.484221
_0	MX-AMR	0.396665
_0	EAS	0.030403
_0	SAS	0.031496
_0	AFR	0.089368
_0	EUR	0.505358
_0	MX-AMR	0.345629
_0	EAS	0.029953
_0	SAS	0.029692
_0	AFR	0.040657
_0	EUR	0.184584
_0	MX-AMR	0.708988
_0	EAS	0.048446
_0	SAS	0.017325
_0	AFR	0.075383
_0	EUR	0.117466
_0	MX-AMR	0.737936
_0	EAS	0.047071
_0	SAS	0.022144
_0	AFR	0.057382
_0	EUR	0.415983
_0	MX-AMR	0.453796
_0	EAS	0.035469
_0	SAS	0.03737
_0	AFR	0.043249
_0	EUR	0.656294
_0	MX-AMR	0.251749
_0	EAS	0.022285
_0	SAS	0.026423
_0	AFR	0.05353
_0	EUR	0.286675
_0	MX-AMR	0.593275
_0	EAS	0.038383
_0	SAS	0.028137
_0	AFR	0.09671
_0	EUR	0.34971
_0	MX-AMR	0.49073
_0	EAS	0.048474
_0	SAS	0.014376
_0	AFR	0.06997
_0	EUR	0.319978
_0	MX-AMR	0.545192
_0	EAS	0.036085
_0	SAS	0.028776
_0	AFR	0.05859
_0	EUR	0.565532
_0	MX-AMR	0.321358
_0	EAS	0.026843
_0	SAS	0.027677
_0	AFR	0.056053
_0	EUR	0.345866
_0	MX-AMR	0.546136
_0	EAS	0.036842
_0	SAS	0.015102
_0	AFR	0.040371
_0	EUR	0.509851
_0	MX-AMR	0.389207
_0	EAS	0.028289
_0	SAS	0.032282
